id,name,iataCode,oaciCode,type,deparmentId,department,cityId,city,latitude,longitude
45,Base Aérea BG. Arturo Lema Posada,N/A,N/A,Militar,2,"{'id': 2, 'name': 'Antioquia', 'description': 'Antioquia es uno de los treinta y dos departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es Medellín, la segunda ciudad más poblada del país. Está ubicado al noroccidente colombiano, en las regiones Andina y Caribe, limitando al norte con el mar Caribe (océano Atlántico), Córdoba y Bolívar, al este con Santander y Boyacá, al sur con Caldas y Risaralda, y al oeste con Chocó. Con unos 6 500 000 habitantes en 2015 es el departamento más poblado, y con 63 600 km², el sexto más extenso, superado por Amazonas, Vichada, Caquetá, Meta y Guainía.', 'cityCapitalId': 12, 'municipalities': 125, 'surface': 63612, 'population': 6887306, 'phonePrefix': '4', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 5, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': [None]}",91,"{'id': 91, 'name': 'Rionegro', 'description': 'Rionegro es un municipio de Colombia, ubicado en el departamento de Antioquia. Está localizado en el valle de San Nicolás o también llamado Altiplano del Oriente, en la subregión Oriente, siendo la ciudad con mayor población y la que concentra el movimiento económico de la subregión. Está ubicada a tan solo 35 minutos de Medellín, capital del departamento, gracias al túnel de interconexión Aburrá-Oriente. Su nombre oficial es Ciudad Santiago de Arma de Rionegro.', 'surface': 196, 'population': 135465, 'postalCode': '54040', 'departmentId': 2, 'department': None, 'touristAttractions': None, 'presidents': None, 'indigenousReservations': None, 'airports': [None], 'radios': None, 'urbanCenters': None, 'higherEducationInstitutions': None, 'televisionChannels': None}",-75.42037792,6.166336066
9,Aeropuerto Internacional José María Córdova,MDE,SKRG,Internacional,2,"{'id': 2, 'name': 'Antioquia', 'description': 'Antioquia es uno de los treinta y dos departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es Medellín, la segunda ciudad más poblada del país. Está ubicado al noroccidente colombiano, en las regiones Andina y Caribe, limitando al norte con el mar Caribe (océano Atlántico), Córdoba y Bolívar, al este con Santander y Boyacá, al sur con Caldas y Risaralda, y al oeste con Chocó. Con unos 6 500 000 habitantes en 2015 es el departamento más poblado, y con 63 600 km², el sexto más extenso, superado por Amazonas, Vichada, Caquetá, Meta y Guainía.', 'cityCapitalId': 12, 'municipalities': 125, 'surface': 63612, 'population': 6887306, 'phonePrefix': '4', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 5, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': [None]}",91,"{'id': 91, 'name': 'Rionegro', 'description': 'Rionegro es un municipio de Colombia, ubicado en el departamento de Antioquia. Está localizado en el valle de San Nicolás o también llamado Altiplano del Oriente, en la subregión Oriente, siendo la ciudad con mayor población y la que concentra el movimiento económico de la subregión. Está ubicada a tan solo 35 minutos de Medellín, capital del departamento, gracias al túnel de interconexión Aburrá-Oriente. Su nombre oficial es Ciudad Santiago de Arma de Rionegro.', 'surface': 196, 'population': 135465, 'postalCode': '54040', 'departmentId': 2, 'department': None, 'touristAttractions': None, 'presidents': None, 'indigenousReservations': None, 'airports': [None], 'radios': None, 'urbanCenters': None, 'higherEducationInstitutions': None, 'televisionChannels': None}",-75.423110000511,6.1645330006573
35,Aeropuerto Los Colonizadores,RVE,SKSA,Nacional,3,"{'id': 3, 'name': 'Arauca', 'description': 'Arauca es uno de los treinta y dos departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es la homónima Arauca. Está ubicado al este del país, en la región Orinoquía, limitando al norte y este con Venezuela, al sur con Vichada y Casanare, y al oeste con Boyacá', 'cityCapitalId': 143, 'municipalities': 7, 'surface': 23818, 'population': 304978, 'phonePrefix': '7', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 3, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': [None]}",141,"{'id': 141, 'name': 'Saravena', 'description': '', 'surface': None, 'population': None, 'postalCode': None, 'departmentId': 3, 'department': None, 'touristAttractions': None, 'presidents': None, 'indigenousReservations': None, 'airports': [None], 'radios': None, 'urbanCenters': None, 'higherEducationInstitutions': None, 'televisionChannels': None}",-71.8605600056216,6.9566401818432
41,Aeropuerto Gabriel Vargas Santos,TME,SKTM,Nacional,3,"{'id': 3, 'name': 'Arauca', 'description': 'Arauca es uno de los treinta y dos departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es la homónima Arauca. Está ubicado al este del país, en la región Orinoquía, limitando al norte y este con Venezuela, al sur con Vichada y Casanare, y al oeste con Boyacá', 'cityCapitalId': 143, 'municipalities': 7, 'surface': 23818, 'population': 304978, 'phonePrefix': '7', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 3, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': [None]}",142,"{'id': 142, 'name': 'Tame', 'description': '', 'surface': None, 'population': None, 'postalCode': None, 'departmentId': 3, 'department': None, 'touristAttractions': None, 'presidents': None, 'indigenousReservations': None, 'airports': [None], 'radios': None, 'urbanCenters': None, 'higherEducationInstitutions': None, 'televisionChannels': None}",-71.7602985282201,6.4499321697396
16,Aeropuerto Santiago Pérez Quiroz,AUC,SKUC,Nacional,3,"{'id': 3, 'name': 'Arauca', 'description': 'Arauca es uno de los treinta y dos departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es la homónima Arauca. Está ubicado al este del país, en la región Orinoquía, limitando al norte y este con Venezuela, al sur con Vichada y Casanare, y al oeste con Boyacá', 'cityCapitalId': 143, 'municipalities': 7, 'surface': 23818, 'population': 304978, 'phonePrefix': '7', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 3, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': [None]}",143,"{'id': 143, 'name': 'Arauca', 'description': 'Arauca, cuyo nombre colonial es Villa de Santa Bárbara de Arauca, es un municipio colombiano, capital del departamento de Arauca. Está localizado sobre el margen sur del río Arauca. Limita con Venezuela al norte, con la cual está conectada mediante el Puente Internacional José Antonio Páez y se comunica por vía terrestre hacia el centro de Colombia mediante la Ruta de los Libertadores', 'surface': 5841, 'population': 96814, 'postalCode': '810001', 'departmentId': 3, 'department': None, 'touristAttractions': None, 'presidents': None, 'indigenousReservations': None, 'airports': [None], 'radios': None, 'urbanCenters': None, 'higherEducationInstitutions': None, 'televisionChannels': None}",-70.7369359999433,7.0689110004557
2,Aeropuerto Internacional Ernesto Cortissoz,BAQ,SKBQ,Internacional,4,"{'id': 4, 'name': 'Atlántico', 'description': 'El Atlántico es uno de los treinta y dos departamentos que, junto a Bogotá, Distrito Capital, forman la República de Colombia. Su capital es Barranquilla. Ubicado en la región Caribe, limita al norte con el mar Caribe, al Oriente con el río Magdalena y al Sur y al Occidente con el departamento de Bolívar. Con unos 2 500 000 habitantes en 2015, es el cuarto departamento más poblado (por detrás de Antioquia, Valle del Cauca y Cundinamarca); con 3019 km² es el tercero menos extenso (por delante de Quindío y San Andrés y Providencia, el menos extenso) y con 815 hab/km² es el segundo más densamente poblado (por detrás de San Andrés y Providencia)', 'cityCapitalId': 144, 'municipalities': 23, 'surface': 3388, 'population': 2804025, 'phonePrefix': '5', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 1, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': [None]}",144,"{'id': 144, 'name': 'Barranquilla', 'description': 'El Área metropolitana de Barranquilla es una conurbación colombiana ubicada en el norte del departamento de Atlántico. Su municipio principal es la capital departamental Barranquilla, y los otros municipios periféricos que la integran son Soledad, Galapa, Puerto Colombia y Malambo. Es la primera conurbación de la Región Caribe, la más densamente poblada y la cuarta del país.', 'surface': 520, 'population': 2326292, 'postalCode': '80001', 'departmentId': 4, 'department': None, 'touristAttractions': None, 'presidents': None, 'indigenousReservations': None, 'airports': [None], 'radios': None, 'urbanCenters': None, 'higherEducationInstitutions': None, 'televisionChannels': None}",-74.7806769994191,10.8894609990694
7,Aeropuerto Internacional Rafael Núñez,CTG,SKCG,Internacional,6,"{'id': 6, 'name': 'Bolívar', 'description': 'Bolívar es uno de los treinta y dos departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es Cartagena de Indias, sede de la asamblea departamental, mientras que en Turbaco se encuentra la sede de la gobernación. Está ubicado en la región Caribe, limitando al norte con el mar Caribe (océano Atlántico), al noreste con Atlántico, al este con Magdalena y Cesar, al sureste con Santander, al suroeste con Antioquia y al oeste con Córdoba y Sucre.', 'cityCapitalId': 210, 'municipalities': 45, 'surface': 25978, 'population': 2236603, 'phonePrefix': '5', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 1, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': [None]}",203,"{'id': 203, 'name': 'El Carmen de Bolívar', 'description': 'El Carmen de Bolívar es un municipio del departamento de Bolívar, Colombia, ubicado en el sistema orográfico de los Montes de María, siendo la población más grande, así como la que concentra el movimiento económico y comercial de la subregión. Está a 120 km al sudeste de Cartagena de Indias y a 69 km al norte de Sincelejo.', 'surface': 954, 'population': 70131, 'postalCode': '132050', 'departmentId': 6, 'department': None, 'touristAttractions': None, 'presidents': None, 'indigenousReservations': None, 'airports': [None], 'radios': None, 'urbanCenters': None, 'higherEducationInstitutions': None, 'televisionChannels': None}",-75.5153339592878,10.4449415954788
43,Aeropuerto del Café,N/A,N/A,En Construccion,8,"{'id': 8, 'name': 'Caldas', 'description': 'Caldas es uno de los treinta y dos departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es Manizales. Está ubicado en el centro del país, en la región andina, limitando al norte con Antioquia, al noreste con Boyacá, al este con Cundinamarca, al sur con Tolima y Risaralda y al oeste con Risaralda. Con 7888\xa0km² es el quinto departamento menos extenso —por delante de Risaralda, Atlántico, Quindío y San Andrés y Providencia, el menos extenso— y con 125 hab/km², el sexto más densamente poblado, por detrás de San Andrés y Providencia, Atlántico, Quindío, Risaralda y Valle del Cauca', 'cityCapitalId': 337, 'municipalities': 27, 'surface': 7888, 'population': 1036455, 'phonePrefix': '6', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 5, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': [None]}",337,"{'id': 337, 'name': 'Manizales', 'description': 'Manizales es un municipio colombiano, capital del departamento de Caldas. Está ubicado en el centro occidente de Colombia en la región paisa, así como en el eje cafetero, sobre la Cordillera Central de los Andes, cerca del Nevado del Ruiz. Tiene una población de 454,077 habitantes (2022). Es la región más poblada y competitiva del departamento con un aporte del 68% de su PIB total.', 'surface': 571, 'population': 454077, 'postalCode': '170001', 'departmentId': 8, 'department': None, 'touristAttractions': None, 'presidents': None, 'indigenousReservations': None, 'airports': [None], 'radios': None, 'urbanCenters': None, 'higherEducationInstitutions': None, 'televisionChannels': None}",0.0,0.0
24,Aeropuerto La Nubia,MZL,SKMZ,Nacional,8,"{'id': 8, 'name': 'Caldas', 'description': 'Caldas es uno de los treinta y dos departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es Manizales. Está ubicado en el centro del país, en la región andina, limitando al norte con Antioquia, al noreste con Boyacá, al este con Cundinamarca, al sur con Tolima y Risaralda y al oeste con Risaralda. Con 7888\xa0km² es el quinto departamento menos extenso —por delante de Risaralda, Atlántico, Quindío y San Andrés y Providencia, el menos extenso— y con 125 hab/km², el sexto más densamente poblado, por detrás de San Andrés y Providencia, Atlántico, Quindío, Risaralda y Valle del Cauca', 'cityCapitalId': 337, 'municipalities': 27, 'surface': 7888, 'population': 1036455, 'phonePrefix': '6', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 5, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': [None]}",337,"{'id': 337, 'name': 'Manizales', 'description': 'Manizales es un municipio colombiano, capital del departamento de Caldas. Está ubicado en el centro occidente de Colombia en la región paisa, así como en el eje cafetero, sobre la Cordillera Central de los Andes, cerca del Nevado del Ruiz. Tiene una población de 454,077 habitantes (2022). Es la región más poblada y competitiva del departamento con un aporte del 68% de su PIB total.', 'surface': 571, 'population': 454077, 'postalCode': '170001', 'departmentId': 8, 'department': None, 'touristAttractions': None, 'presidents': None, 'indigenousReservations': None, 'airports': [None], 'radios': None, 'urbanCenters': None, 'higherEducationInstitutions': None, 'televisionChannels': None}",-75.4692103507527,5.0293625217822
51,Base Aérea de Tres Esquinas,TQS,SKTQ,Militar,9,"{'id': 9, 'name': 'Caquetá', 'description': 'Caquetá es uno de los treinta y dos departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es Florencia. Está ubicado al sur del país, en la región Amazonia, limitando al norte con Meta y Guaviare, al noreste con Vaupés, al sur con Amazonas y Putumayo, y al oeste con Cauca y Huila. Con 88 965 km² es el tercer departamento más extenso —por detrás de Amazonas y Vichada—. Todos sus municipios forman parte de los territorios focalizados', 'cityCapitalId': 364, 'municipalities': 16, 'surface': 88965, 'population': 419275, 'phonePrefix': '8', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 4, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': [None]}",371,"{'id': 371, 'name': 'Solano', 'description': '', 'surface': None, 'population': None, 'postalCode': None, 'departmentId': 9, 'department': None, 'touristAttractions': None, 'presidents': None, 'indigenousReservations': None, 'airports': [None], 'radios': None, 'urbanCenters': None, 'higherEducationInstitutions': None, 'televisionChannels': None}",-75.23502646,0.746816168
30,Aeropuerto Guillermo León Valencia,PPN,SKPP,Nacional,11,"{'id': 11, 'name': 'Cauca', 'description': 'Cauca es uno de los treinta y dos departamentos que, junto al Distrito Capital de Bogotá, conforman la República de Colombia. Su capital y ciudad más poblada es Popayán. Está ubicado al suroccidente del país entre las regiones andina y pacífica, limitando al norte con Valle del Cauca y Tolima, al oriente con Huila, al suroriente con Caquetá, al sur con Putumayo y Nariño, y al noroccidente con el océano Pacífico', 'cityCapitalId': 399, 'municipalities': 41, 'surface': 29308, 'population': 1516018, 'phonePrefix': '2', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 2, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': [None]}",399,"{'id': 399, 'name': 'Popayán', 'description': 'Popayán, oficialmente Asunción de Popayán es un municipio colombiano, capital del departamento del Cauca. Se encuentra localizado en el Valle de Pubenza, entre la Cordillera Occidental y Central al suroccidente del país. Su extensión territorial es de 512 km², su altitud media es de 1760 m sobre el nivel del mar, su precipitación media anual de 1941 mm, su temperatura promedio de 14/19\xa0°C y distancia aproximada de 600 km a Bogotá, capital de Colombia.', 'surface': 512, 'population': 318059, 'postalCode': '190001', 'departmentId': 11, 'department': None, 'touristAttractions': None, 'presidents': None, 'indigenousReservations': None, 'airports': [None], 'radios': None, 'urbanCenters': None, 'higherEducationInstitutions': None, 'televisionChannels': None}",-76.6090055153847,2.4545500033108
33,Aeropuerto El Caraño,UIB,SKUI,Nacional,13,"{'id': 13, 'name': 'Chocó', 'description': 'Chocó es uno de los treinta y dos departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es Quibdó. Está ubicado al noroeste del país, en las regiones andina y Pacífico, limitando al norte con la República de Panamá y el mar Caribe (océano Atlántico), al este con Antioquia y Risaralda, al sur con Valle del Cauca y al oeste con el océano Pacífico.', 'cityCapitalId': 467, 'municipalities': 31, 'surface': 46530, 'population': 553519, 'phonePrefix': '4', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 2, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': [None]}",467,"{'id': 467, 'name': 'Quibdó', 'description': 'Quibdó es un municipio colombiano, capital del departamento del Chocó y una de las poblaciones más importantes en la Región del Pacífico Colombiano. La ciudad está ubicada en una de las regiones más biodiversas de Colombia, cerca de grandes reservas ecológicas como el parque nacional natural Emberá. También es una de las regiones con mayor número de reservas indígenas. ', 'surface': 3337, 'population': 116087, 'postalCode': '270001', 'departmentId': 13, 'department': None, 'touristAttractions': None, 'presidents': None, 'indigenousReservations': None, 'airports': [None], 'radios': None, 'urbanCenters': None, 'higherEducationInstitutions': None, 'televisionChannels': None}",-76.6434017112367,5.6927153303833
47,Base Aérea de Madrid,N/A,SKMA,Militar,15,"{'id': 15, 'name': 'Cundinamarca', 'description': 'Cundinamarca es uno de los 32 departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es Bogotá, la capital del país. Está ubicado en el centro del país, en la región andina, limitando al norte Boyacá, al este y al sur con Meta, al sur con Huila y al oeste con Tolima y Caldas. Enclavado en su territorio se encuentra el Distrito Capital de Bogotá, al que rodea excepto por su límite suroriental.', 'cityCapitalId': 167, 'municipalities': 116, 'surface': 23071, 'population': 2473634, 'phonePrefix': '1', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 5, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': [None]}",571,"{'id': 571, 'name': 'Madrid', 'description': '', 'surface': None, 'population': None, 'postalCode': None, 'departmentId': 15, 'department': None, 'touristAttractions': None, 'presidents': None, 'indigenousReservations': None, 'airports': [None], 'radios': None, 'urbanCenters': None, 'higherEducationInstitutions': None, 'televisionChannels': None}",-74.27088585,4.728473768
50,Base Aérea Germán Olano (Palanquero),PAL,SKPQ,Militar,15,"{'id': 15, 'name': 'Cundinamarca', 'description': 'Cundinamarca es uno de los 32 departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es Bogotá, la capital del país. Está ubicado en el centro del país, en la región andina, limitando al norte Boyacá, al este y al sur con Meta, al sur con Huila y al oeste con Tolima y Caldas. Enclavado en su territorio se encuentra el Distrito Capital de Bogotá, al que rodea excepto por su límite suroriental.', 'cityCapitalId': 167, 'municipalities': 116, 'surface': 23071, 'population': 2473634, 'phonePrefix': '1', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 5, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': [None]}",586,"{'id': 586, 'name': 'Puerto Salgar', 'description': '', 'surface': None, 'population': None, 'postalCode': None, 'departmentId': 15, 'department': None, 'touristAttractions': None, 'presidents': None, 'indigenousReservations': None, 'airports': [None], 'radios': None, 'urbanCenters': None, 'higherEducationInstitutions': None, 'televisionChannels': None}",-74.65665411,5.465754049
